timestamp,vehicle_id,latitude,longitude,speed,heading,protocol,message_type,is_attack,attack_type,attack_severity,attack_description
2025-06-10T20:09:41Z,9995624,37.84639726,-122.39668856,26.00,352.00,CV2X,BSM,false,,,
2025-06-10T20:09:41Z,10542042,37.86931160,-122.40838295,18.00,289.00,DSRC,BSM,false,,,
2025-06-10T20:09:41Z,10136694,37.78967033,-122.33686332,33.00,146.00,CV2X,BSM,false,,,
2025-06-10T20:09:42Z,2890989,37.79802649,-122.33995196,30.00,32.00,DSRC,BSM,false,,,
2025-06-10T20:09:42Z,9995624,37.84639600,-122.39668765,26.00,2.00,CV2X,BSM,false,,,
2025-06-10T20:09:42Z,9168801,37.79937618,-122.36318711,38.00,231.00,DSRC,BSM,false,,,
2025-06-10T20:09:42Z,9168801,37.79937618,-122.36318711,38.00,231.00,CV2X,BSM,false,,,
2025-06-10T20:09:43Z,13453635,37.85334416,-122.36459634,15.00,0.00,DSRC,BSM,false,,,
2025-06-10T20:09:43Z,9995624,37.84640576,-122.39668748,26.00,6.00,CV2X,BSM,false,,,
2025-06-10T20:09:45Z,9995624,37.84640004,-122.39668366,26.00,10.00,DSRC,BSM,false,,,
2025-06-10T20:09:45Z,13928253,37.84469713,-122.34434338,36.00,162.00,CV2X,BSM,false,,,
2025-06-10T20:09:46Z,13453635,37.85334357,-122.36459701,14.00,359.00,DSRC,BSM,false,,,
2025-06-10T20:09:46Z,12099635,37.84353593,-122.35797022,29.00,96.00,CV2X,BSM,false,,,
2025-06-10T20:09:46Z,9514324,37.82073770,-122.39426910,21.00,173.00,DSRC,BSM,false,,,
2025-06-10T20:09:46Z,2213268,37.83626388,-122.35184478,31.00,141.00,CV2X,BSM,false,,,
2025-06-10T20:09:46Z,0,0.00000000,0.00000000,0.00,0.00,CV2X,DENM,false,,,
2025-06-10T20:09:47Z,12099635,37.84353715,-122.35796911,29.00,90.00,DSRC,BSM,false,,,
2025-06-10T20:09:47Z,9514324,37.82073348,-122.39426587,21.00,168.00,CV2X,BSM,false,,,
2025-06-10T20:09:47Z,9514324,37.82073800,-122.39426129,22.00,168.00,DSRC,BSM,false,,,
2025-06-10T20:09:47Z,2890989,37.79801834,-122.33996933,33.00,49.00,CV2X,BSM,false,,,
2025-06-10T20:09:48Z,10136694,37.78969612,-122.33685542,29.00,143.00,DSRC,BSM,false,,,
2025-06-10T20:09:48Z,9514324,37.82074209,-122.39426621,21.00,163.00,CV2X,BSM,false,,,
2025-06-10T20:09:48Z,2890989,37.79802914,-122.33997005,32.00,51.00,DSRC,BSM,false,,,
2025-06-10T20:09:48Z,10136694,37.78969076,-122.33685077,30.00,143.00,CV2X,BSM,false,,,
2025-06-10T20:09:48Z,0,0.00000000,0.00000000,0.00,0.00,DSRC,SPAT,false,,,
2025-06-10T20:09:49Z,9514324,37.82073442,-122.39425771,22.00,163.00,DSRC,BSM,false,,,
2025-06-10T20:09:49Z,9168801,37.79941045,-122.36320856,40.00,244.00,CV2X,BSM,false,,,
2025-06-10T20:09:49Z,9995624,37.84637121,-122.39670212,25.00,2.00,DSRC,BSM,false,,,
2025-06-10T20:09:49Z,13453635,37.85333899,-122.36460022,15.00,8.00,CV2X,BSM,false,,,
2025-06-10T20:09:50Z,9995624,37.84637601,-122.39670666,26.00,0.00,DSRC,BSM,false,,,
2025-06-10T20:09:50Z,2890989,37.79802564,-122.33996316,35.00,53.00,CV2X,BSM,false,,,
2025-06-10T20:09:50Z,13453635,37.85333834,-122.36460567,15.00,11.00,DSRC,BSM,false,,,
2025-06-10T20:09:50Z,12099635,37.84355411,-122.35794104,30.00,100.00,CV2X,BSM,false,,,
2025-06-10T20:09:51Z,10136694,37.78968428,-122.33684129,30.00,156.00,DSRC,BSM,false,,,
2025-06-10T20:09:51Z,10542042,37.86932707,-122.40839819,14.00,292.00,CV2X,BSM,false,,,
2025-06-10T20:09:51Z,2213268,37.83624287,-122.35189237,32.00,153.00,DSRC,BSM,false,,,
2025-06-10T20:09:51Z,2890989,37.79804493,-122.33995599,34.00,56.00,CV2X,BSM,false,,,
2025-06-10T20:09:52Z,13453635,37.85334060,-122.36460847,18.00,2.00,DSRC,BSM,false,,,
2025-06-10T20:09:52Z,13453635,37.85334060,-122.36460847,18.00,2.00,CV2X,BSM,false,,,
2025-06-10T20:09:52Z,10136694,37.78969067,-122.33683749,31.00,162.00,DSRC,BSM,false,,,
2025-06-10T20:09:52Z,13928253,37.84470136,-122.34430943,36.00,179.00,CV2X,BSM,false,,,
2025-06-10T20:09:53Z,9168801,37.79939187,-122.36322590,39.00,246.00,DSRC,BSM,false,,,
2025-06-10T20:09:53Z,13453635,37.85334602,-122.36460190,17.00,359.00,CV2X,BSM,false,,,
2025-06-10T20:09:53Z,9168801,37.79939759,-122.36321882,40.00,242.00,DSRC,BSM,false,,,
2025-06-10T20:09:53Z,2890989,37.79805412,-122.33993418,34.00,61.00,CV2X,BSM,false,,,
2025-06-10T20:09:54Z,10136694,37.78969566,-122.33684546,29.00,152.00,DSRC,BSM,false,,,
2025-06-10T20:09:54Z,9995624,37.84637678,-122.39670474,29.00,12.00,CV2X,BSM,false,,,
2025-06-10T20:09:54Z,0,0.00000000,0.00000000,0.00,0.00,DSRC,SPAT,false,,,
2025-06-10T20:09:54Z,9514324,37.82074026,-122.39423779,22.00,173.00,DSRC,BSM,false,,,
2025-06-10T20:09:54Z,2213268,37.83624033,-122.35188180,31.00,141.00,CV2X,BSM,false,,,
2025-06-10T20:09:55Z,13453635,37.85431039,-122.36091327,17.00,6.00,DSRC,BSM,true,position_jump,high,Vehicle position changed unrealistically between messages
2025-06-10T20:09:55Z,2890989,37.79804698,-122.33994143,36.00,55.00,CV2X,BSM,false,,,
2025-06-10T20:09:55Z,13453635,37.85430794,-122.36090975,16.00,5.00,DSRC,BSM,false,,,
2025-06-10T20:09:55Z,2890989,37.79805335,-122.33993386,35.00,53.00,CV2X,BSM,false,,,
2025-06-10T20:09:56Z,2890989,37.79806063,-122.33992866,35.00,48.00,DSRC,BSM,false,,,
2025-06-10T20:09:56Z,9168801,37.79939291,-122.36322681,37.00,228.00,CV2X,BSM,false,,,
2025-06-10T20:09:56Z,2890989,37.79806789,-122.33993638,34.00,46.00,DSRC,BSM,false,,,
2025-06-10T20:09:56Z,10542042,37.86932297,-122.40840580,16.00,305.00,CV2X,BSM,false,,,
2025-06-10T20:09:57Z,13928253,37.84473742,-122.34431285,35.00,169.00,DSRC,BSM,false,,,
2025-06-10T20:09:57Z,10542042,37.86932030,-122.40840908,15.00,301.00,CV2X,BSM,false,,,
2025-06-10T20:09:57Z,9995624,37.84639000,-122.39668637,32.00,2.00,DSRC,BSM,false,,,
2025-06-10T20:09:57Z,10542042,37.86932285,-122.40841222,16.00,302.00,CV2X,BSM,false,,,
2025-06-10T20:09:58Z,13453635,37.85431199,-122.36090700,15.00,16.00,DSRC,BSM,false,,,
2025-06-10T20:09:58Z,2213268,37.83623212,-122.35187469,30.00,141.00,CV2X,BSM,false,,,
2025-06-10T20:09:58Z,2213268,37.83623633,-122.35187045,31.00,143.00,DSRC,BSM,false,,,
2025-06-10T20:09:58Z,2213268,37.83623633,-122.35187045,31.00,143.00,CV2X,BSM,false,,,
2025-06-10T20:09:58Z,0,0.00000000,0.00000000,0.00,0.00,DSRC,SPAT,false,,,
2025-06-10T20:09:59Z,9168801,37.79936655,-122.36319845,38.00,231.00,DSRC,BSM,false,,,
2025-06-10T20:09:59Z,9168801,37.79936655,-122.36319845,38.00,231.00,CV2X,BSM,false,,,
2025-06-10T20:09:59Z,9995624,37.84639010,-122.39667423,30.00,354.00,DSRC,BSM,false,,,
2025-06-10T20:09:59Z,13928253,37.84471532,-122.34430560,34.00,164.00,CV2X,BSM,false,,,
2025-06-10T20:10:00Z,9514324,37.82075228,-122.39424214,26.00,175.00,DSRC,BSM,false,,,
2025-06-10T20:10:00Z,12099635,37.84355254,-122.35795255,27.00,85.00,CV2X,BSM,false,,,
2025-06-10T20:10:00Z,9514324,37.82074824,-122.39424681,26.00,170.00,DSRC,BSM,false,,,
2025-06-10T20:10:00Z,9168801,37.79935813,-122.36319211,38.00,236.00,CV2X,BSM,false,,,
2025-06-10T20:10:01Z,2890989,37.79809583,-122.33993414,39.00,44.00,DSRC,BSM,false,,,
2025-06-10T20:10:01Z,9995624,37.84638310,-122.39668090,30.00,355.00,CV2X,BSM,false,,,
2025-06-10T20:10:01Z,9168801,37.79935857,-122.36317914,36.00,237.00,DSRC,BSM,false,,,
2025-06-10T20:10:01Z,10542042,37.86930431,-122.40842014,16.00,309.00,CV2X,BSM,false,,,
2025-06-10T20:10:02Z,12099635,37.84354273,-122.35794561,30.00,89.00,DSRC,BSM,false,,,
2025-06-10T20:10:02Z,9514324,37.82074466,-122.39424001,27.00,164.00,CV2X,BSM,false,,,
2025-06-10T20:10:02Z,9995624,37.84636780,-122.39669515,30.00,348.00,DSRC,BSM,false,,,
2025-06-10T20:10:02Z,13453635,37.85431964,-122.36090159,17.00,10.00,CV2X,BSM,false,,,
2025-06-10T20:10:03Z,9995624,37.84636325,-122.39669094,31.00,345.00,DSRC,BSM,false,,,
2025-06-10T20:10:03Z,13928253,37.84470920,-122.34431869,36.00,173.00,CV2X,BSM,false,,,
2025-06-10T20:10:03Z,9514324,37.82074179,-122.39423520,29.00,167.00,DSRC,BSM,false,,,
2025-06-10T20:10:03Z,12099635,37.84354887,-122.35794121,28.00,89.00,CV2X,BSM,false,,,
2025-06-10T20:10:04Z,10542042,37.86930086,-122.40842257,15.00,307.00,DSRC,BSM,false,,,
2025-06-10T20:10:04Z,9168801,37.79935023,-122.36318717,39.00,246.00,CV2X,BSM,false,,,
2025-06-10T20:10:04Z,10136694,37.78967488,-122.33683958,40.00,151.00,DSRC,BSM,false,,,
2025-06-10T20:10:04Z,2213268,37.83620043,-122.35189254,31.00,149.00,CV2X,BSM,false,,,
2025-06-10T20:10:05Z,12099635,37.84355310,-122.35794721,29.00,84.00,DSRC,BSM,false,,,
2025-06-10T20:10:05Z,10542042,37.86930144,-122.40842216,14.00,315.00,CV2X,BSM,false,,,
2025-06-10T20:10:05Z,9514324,37.82074046,-122.39424357,28.00,157.00,DSRC,BSM,false,,,
2025-06-10T20:10:05Z,2890989,37.79806914,-122.33991419,38.00,20.00,CV2X,BSM,false,,,
2025-06-10T20:10:06Z,10542042,37.86930731,-122.40842223,13.00,315.00,DSRC,BSM,false,,,
2025-06-10T20:10:06Z,9514324,37.82073571,-122.39424903,28.00,159.00,CV2X,BSM,false,,,
2025-06-10T20:10:06Z,9995624,37.84637042,-122.39668040,32.00,348.00,DSRC,BSM,false,,,
2025-06-10T20:10:06Z,13928253,37.84468990,-122.34432784,35.00,170.00,CV2X,BSM,false,,,
2025-06-10T20:10:07Z,2890989,37.79809198,-122.33991901,40.00,27.00,DSRC,BSM,false,,,
2025-06-10T20:10:07Z,13928253,37.84468510,-122.34432252,34.00,173.00,CV2X,BSM,false,,,
2025-06-10T20:10:07Z,9168801,37.79937281,-122.36319467,39.00,253.00,DSRC,BSM,false,,,
2025-06-10T20:10:07Z,9168801,37.79937281,-122.36319467,39.00,253.00,CV2X,BSM,false,,,
2025-06-10T20:10:08Z,2890989,37.79807671,-122.33993562,39.00,33.00,DSRC,BSM,false,,,
2025-06-10T20:10:08Z,12099635,37.84356349,-122.35794472,28.00,78.00,CV2X,BSM,false,,,
2025-06-10T20:10:08Z,10542042,37.86931055,-122.40842353,15.00,313.00,DSRC,BSM,false,,,
2025-06-10T20:10:08Z,9995624,37.84634619,-122.39669230,32.00,348.00,CV2X,BSM,false,,,
2025-06-10T20:10:09Z,9168801,37.79936679,-122.36320294,39.00,248.00,DSRC,BSM,false,,,
2025-06-10T20:10:09Z,10542042,37.86931262,-122.40842578,16.00,308.00,CV2X,BSM,false,,,
2025-06-10T20:10:09Z,9995624,37.84634778,-122.39667872,32.00,357.00,DSRC,BSM,false,,,
2025-06-10T20:10:09Z,9168801,37.79937210,-122.36321161,40.00,253.00,CV2X,BSM,false,,,
2025-06-10T20:10:10Z,9168801,37.79937987,-122.36320467,39.00,256.00,DSRC,BSM,false,,,
2025-06-10T20:10:10Z,9995624,37.84635315,-122.39667420,32.00,356.00,CV2X,BSM,false,,,
2025-06-10T20:10:10Z,2213268,37.83623584,-122.35190516,34.00,141.00,DSRC,BSM,false,,,
2025-06-10T20:10:10Z,2890989,37.79809951,-122.33994227,40.00,40.00,CV2X,BSM,false,,,
2025-06-10T20:10:11Z,12099635,37.84356466,-122.35794375,28.00,87.00,DSRC,BSM,false,,,
2025-06-10T20:10:11Z,9995624,37.84636252,-122.39667689,32.00,359.00,CV2X,BSM,false,,,
2025-06-10T20:10:11Z,10542042,37.86929655,-122.40842234,17.00,316.00,DSRC,BSM,false,,,
2025-06-10T20:10:11Z,9168801,37.79938874,-122.36321033,39.00,249.00,CV2X,BSM,false,,,
2025-06-10T20:10:12Z,9995624,37.84636488,-122.39666440,32.00,2.00,DSRC,BSM,false,,,
2025-06-10T20:10:12Z,10542042,37.86929927,-122.40841989,16.00,316.00,CV2X,BSM,false,,,
2025-06-10T20:10:12Z,2213268,37.83623396,-122.35190480,31.00,147.00,DSRC,BSM,false,,,
2025-06-10T20:10:12Z,13453635,37.85432042,-122.36089972,17.00,13.00,CV2X,BSM,false,,,
2025-06-10T20:10:13Z,9514324,37.82071568,-122.39423802,23.00,177.00,DSRC,BSM,false,,,
2025-06-10T20:10:13Z,2213268,37.83622807,-122.35190031,31.00,151.00,CV2X,BSM,false,,,
2025-06-10T20:10:13Z,9168801,37.79937630,-122.36320877,38.00,248.00,DSRC,BSM,true,replay_attack,high,Potential replay attack detected (duplicate message)
2025-06-10T20:10:13Z,10136694,37.78965376,-122.33682335,40.00,137.00,CV2X,BSM,false,,,
2025-06-10T20:10:14Z,9995624,37.84638799,-122.39666605,32.00,0.00,DSRC,BSM,false,,,
2025-06-10T20:10:14Z,13453635,37.85431564,-122.36091085,17.00,7.00,CV2X,BSM,false,,,
2025-06-10T20:10:14Z,0,0.00000000,0.00000000,0.00,0.00,DSRC,SPAT,false,,,
2025-06-10T20:10:14Z,13928253,37.84469251,-122.34433051,32.00,180.00,DSRC,BSM,false,,,
2025-06-10T20:10:14Z,10136694,37.78966771,-122.33683752,40.00,134.00,CV2X,BSM,false,,,
2025-06-10T20:10:15Z,13453635,37.85431535,-122.36090472,19.00,12.00,DSRC,BSM,false,,,
2025-06-10T20:10:15Z,10542042,37.86931115,-122.40841936,20.00,311.00,CV2X,BSM,false,,,
2025-06-10T20:10:17Z,9514324,37.82070913,-122.39423437,22.00,186.00,DSRC,BSM,false,,,
2025-06-10T20:10:17Z,13453635,37.85431915,-122.36090813,18.00,7.00,CV2X,BSM,false,,,
2025-06-10T20:10:17Z,9168801,37.79937009,-122.36319895,39.00,257.00,DSRC,BSM,false,,,
2025-06-10T20:10:17Z,10136694,37.78965997,-122.33683359,38.00,140.00,CV2X,BSM,false,,,
2025-06-10T20:10:18Z,2213268,37.83623327,-122.35189283,32.00,154.00,DSRC,BSM,false,,,
2025-06-10T20:10:18Z,2890989,37.79807288,-122.33991153,40.00,31.00,CV2X,BSM,false,,,
2025-06-10T20:10:18Z,9168801,37.79938624,-122.36321232,39.00,258.00,DSRC,BSM,false,,,
2025-06-10T20:10:18Z,2890989,37.79807916,-122.33990473,39.00,35.00,CV2X,BSM,false,,,
2025-06-10T20:10:18Z,0,0.00000000,0.00000000,0.00,0.00,DSRC,SPAT,false,,,
2025-06-10T20:10:19Z,9514324,37.82070941,-122.39423385,23.00,185.00,DSRC,BSM,true,message_flooding,critical,Abnormally high message frequency detected
2025-06-10T20:10:19Z,9995624,37.84637124,-122.39668132,29.00,3.00,CV2X,BSM,false,,,
2025-06-10T20:10:19Z,9995624,37.84636548,-122.39667516,28.00,6.00,DSRC,BSM,false,,,
2025-06-10T20:10:19Z,13453635,37.85430645,-122.36090337,20.00,9.00,CV2X,BSM,false,,,
2025-06-10T20:10:20Z,10542042,37.86929000,-122.40841496,22.00,312.00,DSRC,BSM,false,,,
2025-06-10T20:10:20Z,10542042,37.86929000,-122.40841496,22.00,312.00,CV2X,BSM,false,,,
2025-06-10T20:10:20Z,9168801,37.79938710,-122.36322508,40.00,257.00,DSRC,BSM,false,,,
2025-06-10T20:10:20Z,2213268,37.83622880,-122.35189986,32.00,146.00,CV2X,BSM,false,,,
2025-06-10T20:10:21Z,10542042,37.86928158,-122.40841393,23.00,312.00,DSRC,BSM,false,,,
2025-06-10T20:10:21Z,13453635,37.85431569,-122.36090082,21.00,17.00,CV2X,BSM,false,,,
2025-06-10T20:10:21Z,10542042,37.86928570,-122.40841891,24.00,312.00,DSRC,BSM,false,,,
2025-06-10T20:10:21Z,9168801,37.79940171,-122.36323922,39.00,257.00,CV2X,BSM,false,,,
2025-06-10T20:10:22Z,9514324,37.82070352,-122.39425634,24.00,197.00,DSRC,BSM,false,,,
2025-06-10T20:10:22Z,13928253,37.84471511,-122.34430111,33.00,200.00,CV2X,BSM,true,low_trust_level,medium,Message from vehicle with low trust level
2025-06-10T20:10:22Z,9514324,37.82069869,-122.39425293,23.00,197.00,DSRC,BSM,false,,,
2025-06-10T20:10:22Z,9995624,37.84636536,-122.39668667,31.00,359.00,CV2X,BSM,false,,,
2025-06-10T20:10:23Z,13453635,37.85430772,-122.36090027,25.00,18.00,DSRC,BSM,false,,,
2025-06-10T20:10:23Z,9514324,37.81618750,-122.39535333,22.00,201.00,CV2X,BSM,true,position_jump,high,Vehicle position changed unrealistically between messages
2025-06-10T20:10:23Z,12099635,37.83875839,-122.35899930,34.00,81.00,DSRC,BSM,true,position_jump,high,Vehicle position changed unrealistically between messages
2025-06-10T20:10:23Z,12099635,37.83875839,-122.35899930,34.00,81.00,CV2X,BSM,true,replay_attack,high,Potential replay attack detected (duplicate message)
2025-06-10T20:10:24Z,2213268,37.83623241,-122.35190644,27.00,136.00,DSRC,BSM,false,,,
2025-06-10T20:10:24Z,2890989,37.79810426,-122.33991192,38.00,36.00,CV2X,BSM,false,,,
2025-06-10T20:10:24Z,9168801,37.79941424,-122.36322587,40.00,249.00,DSRC,BSM,false,,,
2025-06-10T20:10:24Z,12099635,37.83876088,-122.35899971,34.00,77.00,CV2X,BSM,false,,,
2025-06-10T20:10:25Z,12099635,37.83876792,-122.35900664,34.00,76.00,DSRC,BSM,false,,,
2025-06-10T20:10:25Z,9514324,37.81619561,-122.39535164,23.00,203.00,CV2X,BSM,false,,,
2025-06-10T20:10:25Z,0,0.00000000,0.00000000,0.00,0.00,CV2X,DENM,false,,,
2025-06-10T20:10:25Z,2890989,37.79809994,-122.33992954,39.00,28.00,DSRC,BSM,false,,,
2025-06-10T20:10:25Z,9995624,37.84636630,-122.39670092,35.00,3.00,CV2X,BSM,false,,,
2025-06-10T20:10:26Z,13928253,37.84384184,-122.34004751,34.00,209.00,DSRC,BSM,true,position_jump,high,Vehicle position changed unrealistically between messages
2025-06-10T20:10:26Z,13928253,37.84384184,-122.34004751,34.00,209.00,CV2X,BSM,true,position_jump,high,Vehicle position changed unrealistically between messages
2025-06-10T20:10:26Z,13928253,37.84384184,-122.34004751,34.00,209.00,DSRC,BSM,true,position_jump,high,Vehicle position changed unrealistically between messages
2025-06-10T20:10:26Z,13928253,37.84384184,-122.34004751,34.00,209.00,CV2X,BSM,true,position_jump,high,Vehicle position changed unrealistically between messages
2025-06-10T20:10:26Z,13928253,37.84384184,-122.34004751,34.00,209.00,DSRC,BSM,true,position_jump,high,Vehicle position changed unrealistically between messages
2025-06-10T20:10:26Z,13928253,37.84384184,-122.34004751,34.00,209.00,CV2X,BSM,true,position_jump,high,Vehicle position changed unrealistically between messages
2025-06-10T20:10:26Z,13928253,37.84384184,-122.34004751,34.00,209.00,DSRC,BSM,true,position_jump,high,Vehicle position changed unrealistically between messages
2025-06-10T20:10:26Z,13928253,37.84384184,-122.34004751,34.00,209.00,CV2X,BSM,true,position_jump,high,Vehicle position changed unrealistically between messages
2025-06-10T20:10:26Z,13928253,37.84384184,-122.34004751,34.00,209.00,DSRC,BSM,true,position_jump,high,Vehicle position changed unrealistically between messages
2025-06-10T20:10:26Z,13928253,37.84384184,-122.34004751,34.00,209.00,CV2X,BSM,true,position_jump,high,Vehicle position changed unrealistically between messages
2025-06-10T20:10:26Z,13928253,37.84473081,-122.34430208,34.00,207.00,DSRC,BSM,false,,,
2025-06-10T20:10:26Z,10542042,37.86928348,-122.40840891,24.00,311.00,CV2X,BSM,false,,,
2025-06-10T20:10:26Z,10136694,37.78966980,-122.33687324,38.00,115.00,DSRC,BSM,false,,,
2025-06-10T20:10:26Z,13928253,37.84473763,-122.34429512,35.00,203.00,CV2X,BSM,false,,,
2025-06-10T20:10:27Z,9995624,37.84637311,-122.39668125,35.00,359.00,DSRC,BSM,false,,,
2025-06-10T20:10:27Z,12099635,37.83875737,-122.35901961,37.00,70.00,CV2X,BSM,false,,,
2025-06-10T20:10:27Z,9995624,37.84636799,-122.39667372,34.00,2.00,DSRC,BSM,false,,,
2025-06-10T20:10:27Z,9995624,37.84636799,-122.39667372,34.00,2.00,CV2X,BSM,false,,,
2025-06-10T20:10:28Z,2890989,37.79809325,-122.33990734,36.00,39.00,DSRC,BSM,false,,,
2025-06-10T20:10:28Z,10542042,37.86927381,-122.40839940,25.00,316.00,CV2X,BSM,false,,,
2025-06-10T20:10:28Z,0,0.00000000,0.00000000,0.00,0.00,CV2X,DENM,false,,,
2025-06-10T20:10:28Z,9514324,37.81619156,-122.39533046,24.00,199.00,DSRC,BSM,false,,,
2025-06-10T20:10:28Z,9168801,37.79940096,-122.36319482,39.00,245.00,CV2X,BSM,false,,,
2025-06-10T20:10:29Z,9514324,37.81619492,-122.39532558,23.00,204.00,DSRC,BSM,false,,,
2025-06-10T20:10:29Z,9168801,37.79940874,-122.36320158,40.00,248.00,CV2X,BSM,false,,,
2025-06-10T20:10:29Z,2890989,37.79808687,-122.33989885,38.00,35.00,DSRC,BSM,false,,,
2025-06-10T20:10:29Z,10542042,37.86926058,-122.40840275,24.00,317.00,CV2X,BSM,false,,,
2025-06-10T20:10:30Z,13453635,37.85429993,-122.36091151,30.00,29.00,DSRC,BSM,false,,,
2025-06-10T20:10:30Z,13453635,37.85429993,-122.36091151,30.00,29.00,CV2X,BSM,false,,,
2025-06-10T20:10:30Z,13453635,37.85429338,-122.36091786,29.00,28.00,DSRC,BSM,false,,,
2025-06-10T20:10:30Z,2890989,37.79808630,-122.33989895,37.00,41.00,CV2X,BSM,true,invalid_signature,critical,Message with invalid digital signature detected
2025-06-10T20:10:31Z,2213268,37.83620896,-122.35190149,29.00,131.00,DSRC,BSM,false,,,
2025-06-10T20:10:31Z,10136694,37.78969398,-122.33683641,36.00,117.00,CV2X,BSM,false,,,
2025-06-10T20:10:31Z,10542042,37.86926224,-122.40839618,23.00,321.00,DSRC,BSM,false,,,
2025-06-10T20:10:31Z,13928253,37.84473777,-122.34428283,34.00,215.00,CV2X,BSM,true,invalid_signature,critical,Message with invalid digital signature detected
2025-06-10T20:10:31Z,0,0.00000000,0.00000000,0.00,0.00,DSRC,SPAT,false,,,
2025-06-10T20:10:32Z,13928253,37.84473100,-122.34427775,33.00,219.00,DSRC,BSM,false,,,
2025-06-10T20:10:32Z,10136694,37.78970653,-122.33683496,36.00,123.00,CV2X,BSM,false,,,
2025-06-10T20:10:32Z,13453635,37.85430185,-122.36092764,30.00,32.00,DSRC,BSM,false,,,
2025-06-10T20:10:32Z,9514324,37.81619938,-122.39534862,23.00,203.00,CV2X,BSM,false,,,
2025-06-10T20:10:33Z,13928253,37.84473255,-122.34427608,32.00,212.00,DSRC,BSM,false,,,
2025-06-10T20:10:33Z,10136694,37.78970560,-122.33684877,37.00,121.00,CV2X,BSM,false,,,
2025-06-10T20:10:33Z,13928253,37.84472751,-122.34428299,31.00,213.00,DSRC,BSM,false,,,
2025-06-10T20:10:33Z,13928253,37.84472751,-122.34428299,31.00,213.00,CV2X,BSM,false,,,
2025-06-10T20:10:34Z,9514324,37.81620265,-122.39535903,22.00,207.00,DSRC,BSM,false,,,
2025-06-10T20:10:34Z,10136694,37.78970571,-122.33684701,35.00,124.00,CV2X,BSM,false,,,
2025-06-10T20:10:34Z,9995624,37.84638125,-122.39665333,34.00,13.00,DSRC,BSM,false,,,
2025-06-10T20:10:34Z,13453635,37.85430334,-122.36092760,31.00,31.00,CV2X,BSM,false,,,
2025-06-10T20:10:35Z,9514324,37.81620179,-122.39535132,22.00,205.00,DSRC,BSM,false,,,
2025-06-10T20:10:35Z,9995624,37.84638718,-122.39664632,34.00,9.00,CV2X,BSM,false,,,
2025-06-10T20:10:35Z,2890989,37.79807372,-122.33991326,36.00,41.00,DSRC,BSM,false,,,
